Title,Place,Job_type,Department,Date,Overall_rating,work_life_balance,skill_development,salary_and_benefits,job_security,career_growth,work_satisfaction,Likes,Dislikes
Senior Engineer Maintenance,Noida,,Hardware Department,6 Dec 2017,3.0,4.0,4.0,4.0,3.0,4.0,3.0,All,No promotion in appraisal
Lead Engineer,Noida,,Software Development Department,4 Sep 2017,4.0,2.0,4.0,4.0,3.0,2.0,3.0,,
Area Sales Executive,Patna,,Retail & B2C Sales Department,0 Oct 2018,5.0,4.0,4.0,5.0,1.0,3.0,3.0,,
,,,,,,4.0,5.0,4.0,5.0,5.0,4.0,,
Senior Area Sales Manager,Ludhiana,Full Time,Enterprise & B2B Sales Department,7 Sep 2018,5.0,5.0,5.0,5.0,5.0,5.0,2.0,Every thing is balance,Career growth
Accountant,"Ballari, Karnataka",Full Time,Accounting & Taxation Department,7 May 2023,3.0,3.0,2.0,2.0,1.0,3.0,2.0,Nature of work,No such good experience
SENIOR LAPTOP ENGG.,Mumbai,,Hardware Department,1 Aug 2020,4.0,4.0,3.0,3.0,3.0,4.0,4.0,best company,Very good place to work
Rf Manager,Patna,,Technology / IT Department,2 Sep 2018,5.0,4.0,4.0,5.0,4.0,5.0,4.0,Work at customer office.,The employee centric culture.
Area Sales Manager Channel Sales,Mumbai,,,7 Aug 2018,5.0,5.0,4.0,5.0,3.0,5.0,4.0,Job Security,"Samsung is best in terms of learning mobile technology mobile features in training.after some days u become pretty expert to solve any kind of issue in others mobile in training you learn soft skill this is my favorite part in my Samsung journey I learn a lot from Samsung.
But....if I m talking about convenience like growth and mental relax you won't get it from this company. Company is best 100% but  there is lot's of thekedaar like TL they thing samsung company unke baap ki hai....Read More"
Samsung Experience Consultant,Thane,,Retail & B2C Sales Department,5 Feb 2021,3.0,2.0,5.0,2.0,2.0,2.0,1.0,"I hate samsung company TL they don't have manners how to talk Employee they forget that all targets and value achievement based on employees effort if employees don't work how could you achieve yours monthly target haa.
If employees need Holliday for some reason however leaves are pending in thire applications.even after that they don't allow you to take leave.","Worst HR team, and their policies. HR team is just making fool of management as most of them are Koreans. Too much politics in the team for increment and promotion. Work quality depends in which team you are."
Software Developer,NOIDA,,Software Development Department,2 Aug 2018,1.0,1.0,1.0,4.0,1.0,1.0,1.0,Bussiness trip are what I liked about this company.,Compensation
Deputy Manager,Mumbai,,BD / Pre Sales Department,7 May 2018,3.0,1.0,2.0,4.0,2.0,2.0,3.0,Work life balance,Good
Service Engineer,,,Software Development Department,1 Nov 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good,"You can prepare for next job very well here.
They prepare you for an easy exit.
Even organize exams so that you can crack interviews easily."
Senior Software Engineer Developer,Noida,,Software Development Department,1 Oct 2019,1.0,1.0,2.0,5.0,1.0,1.0,1.0,"Poor work culture.
Forced Korean Ethics.
No learning.
Koreans treat Indian as labourers with no trust on Indian employees.",
Regional Manager-Enterprise Mobility Business (East),Kolkata,Full Time,Enterprise & B2B Sales Department,4 Jun 2023,4.0,5.0,4.0,5.0,3.0,4.0,3.0,Very strong Brand with Good remuneration.,Weak HR.
Senior Professional,Noida,,Software Development Department,1 Apr 2020,4.0,4.0,4.0,5.0,3.0,4.0,4.0,The company has very employee friendly culture. It really took very good care of employee,None
MIS And System Support,Gurgaon,,Business Intelligence & Analytics Department,1 Aug 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Overall its a great experience.. i miss Samsung Corporate Office.,their is nothing as such. i love working their.
Senior Samsung Product Consultant,Chandigarh,,Sales Department,0 Jul 2018,5.0,3.0,5.0,3.0,3.0,4.0,1.0,"Free lunch, product coupons, frequent travell outside. Industry standard package","Hectic pressure, no work life balance, mangment asked to stay late night even though there is no work. Junk work"
System Software Enggineer,Noida,,Mobile Department,1 Feb 2019,2.0,3.0,5.0,3.0,3.0,4.0,1.0,Good,There is only customer centric not for emplyee
Senior Executive Engineer,,,,1 Aug 2018,5.0,1.0,1.0,3.0,2.0,2.0,1.0,There is no job sequrity,Good work environment
Area Manager,Varanasi,,Technology / IT Department,1 May 2018,4.0,4.0,4.0,4.0,3.0,4.0,4.0,Nothing,"Bonuses, work life balance"
Supervisor,Hyderabad,,Team Leadership Department,1 Dec 2020,4.0,3.0,3.0,4.0,2.0,2.0,2.0,Culture for sure. Koreans don’t trust Indians in general,
Assistant Manager,Gurgaon/Gurugram,,Non Voice Department,5 Mar 2022,3.0,4.0,4.0,3.0,3.0,4.0,4.0,,
Associate Engineer,,,,7 Aug 2018,3.0,4.0,1.0,3.0,1.0,1.0,3.0,,
,,,,,,2.0,4.0,3.0,3.0,4.0,3.0,,
,,,,,,2.0,4.0,3.0,3.0,4.0,3.0,,
Sales Executive,Anand.,Full Time,Corporate Training Department,4 Apr 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Training, Career growth.",No Anyone.
Retail Marketing Manager,Ludhiana,,Marketing Department,9 May 2018,4.0,4.0,4.0,4.0,2.0,3.0,3.0,Work life balance,HR is dysfunctional
Senior Executive Hr,Noida,,IT Consulting Department,2 Oct 2019,3.0,3.0,2.0,4.0,2.0,2.0,2.0,The company benefits to their employees,Work culture
Associate Engineer,Noida,,,4 Mar 2019,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Only the transport. The AC buses are used for transport.,The appraisal system of Samsung is terrible. They follow bell-curve and it defines that it is mandatory to give 4 rating to a resource irrespective he/she has done very well.
Manager,Noida,,,7 Oct 2018,4.0,3.0,3.0,4.0,1.0,2.0,3.0,Compensation,"Hell lot of politics, job security is a big issue"
Project Engineer,,,,2 Mar 2018,4.0,3.0,3.0,3.0,2.0,4.0,3.0,Best co to wor with though work pressure is there still your hard work will be paid,Working in Fortune 500
RSO Redistribution Sales Officer,Chandrapur,,Sales Department,1 Apr 2021,5.0,3.0,3.0,3.0,2.0,4.0,3.0,Work culture,
Senior Engineer,,,IT Network Department,6 Dec 2018,4.0,5.0,5.0,5.0,5.0,5.0,3.0,,
Territory Sales Officer,Bhubaneswar,,,8 Feb 2020,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,
Customer Care Specialist,,,Non Voice Department,4 Mar 2020,3.0,4.0,4.0,4.0,3.0,4.0,3.0,,
,,,,,,3.0,4.0,3.0,3.0,3.0,2.0,,
,,,,,,2.0,5.0,3.0,2.0,3.0,1.0,,
,,,,,,2.0,5.0,3.0,2.0,3.0,1.0,,
Manager Finance And Accounts,Mumbai,,,8 Aug 2017,4.0,4.0,3.0,5.0,2.0,4.0,4.0,Job security and work environment both are good. Company  policies also good.,Politics between sales and service.
Manager - CS,Mumbai,,HME -CS Department,4 Jul 2020,4.0,4.0,5.0,4.0,4.0,4.0,4.0,I worked AC ASSEMBLY LINE  1 year 6 months in this company good management and Engineer are supported to work really I am interested to work in this company,Really I m not dislike Company
Diploma Engineer,Chennai,,,7 Mar 2021,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Training / Support / Motivation and if you know how execute the things as per company policy...You will be Happy Always.,Nothing to Dislike.
Rso,Lucknow,,,0 Sep 2018,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Good learning and Development,Nothing major
Regional Activation Manager - Mobiles,Chennai,,Marketing Department,0 Mar 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good compensation,Job security
Area Sales Manager. Mobile Phone Division,Tirunelveli,,Mobile division Department,2 Jan 2020,3.0,3.0,3.0,5.0,2.0,3.0,3.0,Nice company and his rule $ discipline,"Growth , self learning , latest update on technology and speedy response and working style."
Quality Technician,,,,4 Jan 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Poor Job security, Not good place  for aged people.",Time and approach
REgional Training,Kolkata,,IT Support Department,5 May 2018,5.0,3.0,5.0,5.0,2.0,5.0,5.0,Nothing to add more,
Warehouse Manager,"Chennai, Tamil Nadu",,,7 Nov 2022,5.0,4.0,5.0,4.0,5.0,5.0,5.0,,
Tsm,,,,4 Sep 2017,5.0,4.0,5.0,5.0,4.0,5.0,4.0,,
,,,,,,5.0,5.0,4.0,5.0,4.0,,,
Assistant Manager-Regional Training,Mumbai / Thane,Full Time,Non Voice Department,1 Nov 2017,4.0,4.0,5.0,3.0,1.0,4.0,4.0,Great place to work,Job security
Apprentice,Greater Noida,,Construction / Manufacturing Department,8 Dec 2018,4.0,5.0,4.0,5.0,4.0,4.0,4.0,Good teammates and good respected  growth life and learning have more technics good travel specialist,The team leader is given over work pressure
Channel Development Officer,Jodhpur,,BD / Pre Sales Department,3 Apr 2018,5.0,4.0,4.0,4.0,4.0,4.0,3.0,Off roles employees should be promote to payrolls according to ability and educations.,Job security is low for offrolls
Accountant & Office Assistant,Godrej Water Side Sector-IV Kolkata,,Finance Department,8 Feb 2023,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Likes,I want to work in Samsung
Senior Mis Executive,Punjab,,,7 Sep 2018,5.0,5.0,4.0,5.0,4.0,5.0,4.0,Work environment and travel policy were very good .,Nothing
Manager -Utility Maintenance Project,Noida,,Utility Department,7 Oct 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Samsung is good employees friendly company,Samsung is good employee friendly company
Apprentice,,,,5 Mar 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,All are work together and full carrying for everyone.Every year celebrated all festivals very well,I want to work again.
Qa Executive,Noida,,Other Hospital Staff Department,6 Aug 2018,3.0,4.0,4.0,5.0,3.0,4.0,4.0,The Off-Roll (Manpower Roll) employee should get a chance to work on the samsung company Roll.,It helps me  good vision for my career start up n ppls n surroundings n gav me a good knowledge on working culture
Executive,Sriprempudur,,Chennai  Department,1 Jan 2019,3.0,2.0,4.0,3.0,3.0,2.0,2.0,Team mates avg,I'm working to pba department my work is a all pbas arrange the models no and my team is good
Manufacturer,Noida,,PBA Department,6 Oct 2018,4.0,4.0,4.0,4.0,5.0,5.0,5.0,Nothing dislike about working at samsung india,
Area Service Manager,Vijayawada,,Voice / Blended Department,3 Mar 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Good Working Culture,Good Career Growth
Director- Deploymet Services Networks Biz.,,,,8 Mar 2018,3.0,3.0,2.0,5.0,2.0,2.0,2.0,Very good management also learnt how to grow carrier and techniques for doing work smartly .Very satisfied.,Good to know
Service Centre Manager Under Electro Vision For Samsung India Electronics Audio Video And I.t. Secti,DIBRUGARH,,,8 Aug 2017,5.0,3.0,2.0,5.0,2.0,2.0,2.0,Nice work experences,Poor company with good facility and package.
Sales,,,,6 Jan 2020,1.0,5.0,5.0,5.0,5.0,5.0,5.0,Work culture is pathetic.,No job security
Engineer,Noida,,Software Development Department,4 Aug 2018,1.0,2.0,2.0,2.0,2.0,2.0,2.0,No systematic,"Now, I'm not in Samsung"
Engineer -Utility,Chennai,,Utility Department,0 Jan 2019,3.0,1.0,1.0,5.0,1.0,1.0,1.0,Paper work is so high,Nice place to work and good culture
Hhp Engineer,I Was In Gurgaon,,Voice / Blended Department,3 Dec 2020,4.0,2.0,5.0,4.0,1.0,1.0,2.0,Over time,Very Nice company
Sr. Executive Customer Satisfaction,,,Operations Department,7 Feb 2019,5.0,5.0,5.0,4.0,4.0,5.0,3.0,,
Qa Engineer,Chennai,,,3 Aug 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
Sr. Quality Control Executive,Vijayawada,,,0 Jun 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,
S.s.o,Patna,Full Time,,7 Mar 2018,4.0,4.0,3.0,4.0,4.0,4.0,4.0,I am innovate,Good salary
Sr Team Leader Sales,Bangalore,,BD / Pre Sales Department,0 Mar 2018,4.0,3.0,4.0,4.0,4.0,4.0,4.0,it is the best company,Nothing
AP Service Inspector,Gurgaon,,Product Department,0 May 2018,5.0,3.0,4.0,4.0,4.0,4.0,4.0,It is good company but no promotion here.,Yes
"Senior Executive, Mgmt. Support / Finance.",,,Finance Department,3 Aug 2018,3.0,5.0,5.0,5.0,5.0,5.0,5.0,Nhi,One of the Best company ever worked with.
Associate Engineer,Noida,,Production & Manufacturing Department,8 Aug 2017,5.0,4.0,3.0,3.0,4.0,4.0,2.0,I have very good experience with samsung,
Sales Team Leader,Delhi NCR,,Software Development Department,5 May 2019,4.0,4.0,3.0,3.0,4.0,4.0,2.0,,
Operation Executive,Delhi Noida,,Quality Department,6 Sep 2021,4.0,3.0,3.0,4.0,4.0,3.0,4.0,,
ABM Sales And Regional Marketing (Assistant Manaager- II),Patna,,Sales Department,9 May 2019,5.0,2.0,3.0,3.0,2.0,3.0,1.0,,
Sr.Executive -Finance (Indirect Taxation),KANCHIPURAM,,Accounting & Taxation Department,1 Jan 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
Samsung Exprience Cunsultant,New Delhi,,Operation  Department,4 Feb 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,
,,,,,,4.0,5.0,3.0,4.0,4.0,4.0,,
Asm,,,BD / Pre Sales Department,6 Mar 2018,4.0,3.0,4.0,4.0,3.0,3.0,3.0,All point are good,Nothing
Senior Technician,Noida,,"Operations, Maintenance & Support Department",5 Feb 2018,5.0,3.0,4.0,4.0,3.0,3.0,3.0,Working environment,Off role
MIS Co-ordinate,Mumbai,,Marketing Department,3 May 2019,4.0,5.0,5.0,5.0,5.0,4.0,4.0,Excellent wrk space,Nothing
Samsung Experience Consultant,Bangalore Rural,,Enterprise & B2B Sales Department,9 May 2021,5.0,4.0,4.0,3.0,3.0,4.0,3.0,It is a very good company..,It is the company for onroll employees. There is no life for offroll. There is no family values no family get to gether. Work work and work
Executive Customer Service Operations In Consumer Durables,Chandigarh,,Non Voice Department,9 May 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Each member of company Work as a team ,",Structured role and responsibilities of each employee
Test Engineer,Noida,,,9 Feb 2019,5.0,3.0,5.0,5.0,4.0,4.0,3.0,Attitude  and professionalism,People
Assistant Manager,Gurgaon,,SCM & Logistics Department,3 Jan 2019,5.0,5.0,4.0,5.0,3.0,5.0,4.0,WORK,
Area Manager,Ernakulam,,Technology / IT Department,4 Sep 2018,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,
Manager - CE Biz.,Kathmandu,,Sales & Marketing  Department,7 Aug 2018,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,
Senior Stores Officer,Cuttack,,Administration Department,8 Apr 2018,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,
,,,,,,3.0,4.0,3.0,3.0,4.0,3.0,,
,,,,,,3.0,4.0,3.0,4.0,3.0,4.0,,
SCM EXEC.,Noida,,warehouse  Department,6 Mar 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Job work life balance very good ,polices and learning very good  work environment",nothing
Technician Assistant,Phase 2 Sec 48,,Sub t.r.c Department,7 Jul 2018,5.0,4.0,5.0,4.0,4.0,4.0,4.0,"Job security, career growth, innovation etc","Career growth, work environment, innovation etc"
Manager Deployement,Jaipur,,Network Department,9 Dec 2020,5.0,5.0,4.0,5.0,1.0,2.0,1.0,I resigned before pandemic strike,No job security
Senior Software Engineer,Noida,,Software Development Department,1 May 2018,2.0,2.0,3.0,5.0,1.0,2.0,2.0,Work is good and there payouts,Job security and wotk life balance
Area Sales Manager,Coimbatore,,BD / Pre Sales Department,3 May 2018,2.0,1.0,2.0,4.0,2.0,1.0,2.0,"Incentives, perks and salary",Work life balance
Team Leader,,,,1 Apr 2020,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Fully satisfied,Feel like a family....that's why missed lots of opportunity in other company
PRODUCTION LAIN TRINEER,"Sunguvasathiram , Chennai",,12500 Department,3 Aug 2018,5.0,4.0,5.0,3.0,5.0,5.0,5.0,I work the good job,"Samsung company is a electronic company in tv , fridge , washing machine, AC assembly productions company"
Channel Sales Executive,,,,3 Jun 2019,5.0,4.0,4.0,4.0,5.0,5.0,5.0,i like everything in samsung,Career Growth and Salary/Appraisals
Sales Officer,Chandigarh,,Enterprise & B2B Sales Department,6 Jun 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Politics,
Senior Software Engineer,,,Software Development Department,2 Mar 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,,
Engineer Quality,Noida,,DBA / Data warehousing Department,1 Dec 2018,5.0,5.0,5.0,3.0,5.0,5.0,4.0,Great working environment and professionalism,Growth perspective
Engineer 1,,,,5 May 2018,3.0,1.0,3.0,1.0,4.0,1.0,2.0,Job Security and Brand name are the only good thing about working with Samsung,"There was no work life balance, and management was not so great."
Sales Officer,Dehtadun,,Enterprise & B2B Sales Department,7 Aug 2018,5.0,4.0,5.0,5.0,5.0,4.0,5.0,Yes its a god company ...,Ok
Area Service Manager,Kolkata,,"Operations, Maintenance & Support Department",9 May 2021,3.0,1.0,5.0,1.0,1.0,3.0,1.0,Zero Job Security,Zero Job security.  Career will be growth only those oiling their Bosses. Work load is huge with low salary.
Area Business Manager,,,BD / Pre Sales Department,1 Aug 2018,4.0,2.0,3.0,4.0,4.0,4.0,4.0,Excellent benefits and friendly culture,Nothing
Regional Marketing Officer,Vijayawada,,Enterprise & B2B Sales Department,3 Jul 2021,5.0,2.0,3.0,4.0,4.0,4.0,4.0,Compensation,"Very poor culture, no humanity"
Head Of Product,Gurgaon/Gurugram,,Marketing Department,6 May 2022,1.0,4.0,5.0,5.0,4.0,5.0,5.0,Travel policy,Terrible experience. No Job satisfaction
Sr. Sales Ex.,Guwahati,,BD / Pre Sales Department,7 Nov 2019,3.0,1.0,1.0,3.0,1.0,1.0,1.0,Good job,Hindi/ENGLISH
Apprentice,Noida,,,7 Oct 2018,5.0,1.0,4.0,4.0,1.0,1.0,3.0,Teammates,Politics
Lead Engineer,Noida,,Software Development Department,0 Aug 2018,3.0,5.0,5.0,5.0,5.0,5.0,5.0,,
,,,,,,3.0,3.0,4.0,2.0,3.0,3.0,,
Seles Man,Behala,Full Time,,0 Feb 2022,5.0,4.0,5.0,4.0,4.0,5.0,5.0,Samsung Is big company,Atnu da
Samsung Saleout Supervisor,"Patnagarh, Odisha",,Sales & Marketing Department,2 Nov 2022,5.0,4.0,4.0,5.0,4.0,5.0,4.0,Well structured compony,No other personal life
Samsung Product Consultent,Aurangabad,,Sales Department,5 Mar 2019,4.0,3.0,4.0,4.0,4.0,4.0,5.0,Yes,No
Rso,Navi Mumbai,,Retail & B2C Sales Department,5 Dec 2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0,The company is open to innovation and readily adopt latest  technology. I love the fact that I am a part of team that markets relaiable,Compensation is decent
Regional Sales Officer,,,,7 Sep 2018,5.0,5.0,5.0,5.0,5.0,5.0,4.0,All are good,All are good
Product Quality And Service Quality,,,Software Development Department,7 Dec 2018,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Good,Nothing
Counter Sales,Vijayawada,,,3 Feb 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Job Security and your Future growth both are in this Organization,Nothing
Regional Sales Officer,,,,6 May 2018,5.0,3.0,4.0,4.0,3.0,5.0,4.0,,
Apprentice,,,,9 Jun 2018,4.0,4.0,5.0,5.0,4.0,4.0,5.0,,
Senior Engineer,Delhi NCR,,,5 May 2021,5.0,4.0,5.0,5.0,4.0,4.0,5.0,,
,,,,,,5.0,4.0,5.0,5.0,4.0,5.0,,
,,,,,,5.0,4.0,5.0,5.0,4.0,5.0,,
,,,,,,5.0,4.0,5.0,5.0,4.0,5.0,,
"Store Incharge ,store Manegment",Bhubaneswar,,,3 Feb 2019,5.0,4.0,5.0,4.0,4.0,4.0,4.0,"Nice working experience in Samsung
Worked in Bhubaneswar Branch",Saturday fullday working
Back Officer,Patna,,Back Office Department,5 Jan 2019,3.0,2.0,1.0,4.0,4.0,3.0,1.0,Good To Work....,NA.
Area Sales Executive,Pune,,Retail & B2C Sales Department,3 Feb 2022,4.0,3.0,3.0,4.0,4.0,4.0,4.0,"frendly environment and also good for learning new things,","Increment depends upon company condition, I have not found any salary increment in my working period of 2.5 years, however I had  got promotion from Jr engg. to Sr engg."
Senior Engg.,Noida,,"Operations, Maintenance & Support Department",2 Aug 2018,4.0,4.0,5.0,3.0,3.0,3.0,3.0,Good work environment and culture. All teams are suportive. Management is transparent. Company policy is good.,Timing schedule.
Assistant Manager,,,,9 Jul 2018,5.0,3.0,5.0,5.0,5.0,5.0,5.0,"Very good place to take risks while working, opportunities are immense and over all learning is good.","Work life balance is a bit poor, they follow attendance which is out of trend in MNCs"
Warehouse Supervisor,Lucknow,,Warehousing Department,6 Apr 2021,5.0,3.0,5.0,5.0,5.0,5.0,5.0,Overall good,Good
Area Sales Manager / Asst.Product Manager,Gurgaon And Bangalore,,sales  Department,8 Mar 2019,5.0,4.0,5.0,3.0,3.0,5.0,4.0,All good,Growth
Electrical Engineer Project And O&M,,,,5 Mar 2019,5.0,3.0,4.0,5.0,4.0,4.0,5.0,,
Software Engineer,,,Software Development Department,8 Nov 2018,1.0,4.0,3.0,4.0,4.0,5.0,5.0,,
Isd Head,Indore,,Enterprise & B2B Sales Department,2 Mar 2019,5.0,3.0,1.0,3.0,3.0,3.0,1.0,,
,,,,,,3.0,1.0,3.0,3.0,3.0,1.0,,
,,,,,,5.0,5.0,4.0,4.0,5.0,4.0,,
Sr.manager,Mumbai,,,0 Aug 2018,5.0,5.0,5.0,5.0,4.0,5.0,5.0,Growth salary/appraisal learning,I think for me its perfect o4ganization for work
Remote Sales Officer,Bhubaneswar,,,8 Aug 2019,5.0,4.0,4.0,4.0,4.0,4.0,3.0,...,..
Test Engineering Manager,Noida,,Software Development Department,6 May 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"Secure job, Great work culture, Transparent policies.",Pay structure is bit confusing
Sales Manger,,,BD / Pre Sales Department,5 Feb 2019,5.0,3.0,5.0,5.0,3.0,4.0,4.0,Very professional management very Interesting,"Now no job vacancies, I have 8 years of experience in telecom industry, I want to do job in Samsung"
Sales Associate,Begumpet Hyderabad,,,1 Aug 2018,5.0,3.0,5.0,5.0,3.0,4.0,4.0,Samsung is a very practical organization where Korean whom I reported was a dynamic guy and hands-on.He also believed in leading from front and was a role model for me personally,Work life balance
Mobile Engineer,Delhi,,Software Development Department,5 Sep 2019,5.0,5.0,5.0,3.0,3.0,4.0,4.0,Great work place,Location
Regional Product Manager,Chennai,,Retail & B2C Sales Department,6 Aug 2019,4.0,5.0,5.0,5.0,5.0,5.0,5.0,Thanks,Excellent
Senior Test Engineer,Noida,,Quality Assurance and Testing Department,7 May 2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
Service Engineer,Delhi NCR,,"Operations, Maintenance & Support Department",8 Oct 2018,5.0,2.0,4.0,4.0,4.0,4.0,4.0,,
